sample_idx,predicted_class,original_prediction,baseline_prediction,r2_mean,method,deletion_auc,insertion_auc,gap_auc,n_positive_segments
14,0,0.0175896752625703,0.0084176491945981,-0.8767314209216746,Solo secciones positivas,0.4171984313676754,0.017009526331094,-0.4001889050365813,12.0
15,1,1.0,0.0084176491945981,-1.269304625414906,Relevancia a secas,0.5183402882552514,0.9861866881450018,0.4678463998897504,
15,1,1.0,0.0084176491945981,-1.269304625414906,Relevancia absoluta,0.4088644237916306,0.9783344103230373,0.5694699865314066,
15,1,1.0,0.0084176491945981,-1.269304625414906,Solo secciones positivas,0.5205475352753369,0.9792803277571996,0.4587327924818626,24.0
16,0,0.0118497302755713,0.0084176491945981,-1.645570408708012,Relevancia a secas,0.0321929909599324,0.0076402244158089,-0.0245527665441234,
16,0,0.0118497302755713,0.0084176491945981,-1.645570408708012,Relevancia absoluta,0.0085101706338011,0.0119288171538048,0.0034186465200036,
16,0,0.0118497302755713,0.0084176491945981,-1.645570408708012,Solo secciones positivas,0.0488772162701934,0.0060218893922865,-0.0428553268779069,20.0
17,0,0.0069445916451513,0.0084176491945981,-0.0572810313703855,Relevancia a secas,0.0210792339251687,0.0071311844254119,-0.0139480494997567,
17,0,0.0069445916451513,0.0084176491945981,-0.0572810313703855,Relevancia absoluta,0.008257212738196,0.0077036312238002,-0.0005535815143957,
17,0,0.0069445916451513,0.0084176491945981,-0.0572810313703855,Solo secciones positivas,0.0317199686542153,0.0077140721130288,-0.0240058965411865,18.0
18,0,0.0182564314454793,0.0084176491945981,-36.671622979766624,Relevancia a secas,0.0159703504242416,0.0105852097409903,-0.0053851406832513,
18,0,0.0182564314454793,0.0084176491945981,-36.671622979766624,Relevancia absoluta,0.0040644506805986,0.0076104995160777,0.0035460488354791,
18,0,0.0182564314454793,0.0084176491945981,-36.671622979766624,Solo secciones positivas,0.0168739215936511,0.0105491743739548,-0.0063247472196962,20.0
19,1,1.0,0.0084176491945981,-0.575153558842154,Relevancia a secas,0.5132572055331951,0.9862278997898102,0.4729706942566151,
