sample_idx,original_prediction,baseline_prediction,predicted_class,r2_mean,r2_std,deletion_auc_abs,insertion_auc_abs,gap_auc_abs,deletion_auc_positive_first,insertion_auc_positive_first,gap_auc_positive_first,n_segments,n_positive_segments,error
260,0.0090166442096233,0.0084176491945981,0,0.6703965931584552,0.0951293504514258,0.0089043556298646,0.0087616741657257,-0.0001426814641389,0.0118774630181077,0.0072653360095702,-0.0046121270085374,36,11,
261,0.9999994039535522,0.0084176491945981,1,-0.5641382970576,0.6019051136759612,0.5550009894061844,0.9536492583186676,0.3986482689124833,0.0696334210523193,0.9584478355892416,0.8888144145369222,36,21,
262,0.0118675716221332,0.0084176491945981,0,-21.571231263772468,32.55759694766095,0.0116947476441661,0.0152514948794204,0.0035567472352542,0.047160584013909,0.0064188148761685,-0.0407417691377405,36,20,
263,0.9999991655349731,0.0084176491945981,1,-0.7346320742883199,0.7544805404344719,0.4592014444334894,0.9862274047401216,0.5270259603066322,0.0421999198186813,0.9517454157272974,0.909545495908616,36,23,
264,0.0078436117619276,0.0084176491945981,0,-0.707644016929807,0.4956631225256399,0.1401354441833165,0.008493356840625,-0.1316420873426915,0.5183647012001733,0.0024002612992718,-0.5159644399009015,36,19,
265,1.0,0.0084176491945981,1,-0.2482677108625234,0.5116474542067116,0.4209605963276642,0.8095981836400382,0.3886375873123739,0.3178475355372334,0.9572634049824306,0.6394158694451972,35,20,
266,0.0264339987188577,0.0084176491945981,0,-0.5608546404027874,0.6446129779233345,0.0033016176667944,0.0546811052028917,0.0513794875360973,0.0356700393604114,0.0242944121451324,-0.011375627215279,36,15,
267,0.0090179610997438,0.0084176491945981,0,0.2979618475591984,0.1373486406909197,0.0096386135038402,0.0093193520507257,-0.0003192614531144,0.0161745200554529,0.0061426385719743,-0.0100318814834786,36,16,
268,0.0069951810874044,0.0084176491945981,0,-5.408290782418911,5.27162437840498,0.0309308820223021,0.0185039581653351,-0.012426923856967,0.5335212881004231,0.1010276427259668,-0.4324936453744562,36,24,
269,0.0096094971522688,0.0084176491945981,0,-0.4273289988739016,0.425555531266205,0.5276352872347666,0.3823553448439472,-0.1452799423908194,0.8141807473988997,0.0684680806516949,-0.7457126667472047,36,18,
270,0.9978546500205994,0.0084176491945981,1,-0.6383633324473175,0.5770454120721744,0.6949863287157869,0.9402774348855018,0.2452911061697148,0.1101795026673231,0.9468028354975913,0.8366233328302681,36,19,
271,0.008765123784542,0.0084176491945981,0,-1.2963315702423448,2.330705055673596,0.0578289870431439,0.01483335527074,-0.0429956317724039,0.5209767205330231,0.0065265427073949,-0.5144501778256282,36,19,
272,0.0203234180808067,0.0084176491945981,0,-1.2337258904044617,0.8854759461234127,0.0192122692242264,0.0856232269636368,0.0664109577394103,0.3822401515725586,0.0039750982675899,-0.3782650533049687,36,17,
273,1.0,0.0084176491945981,1,-0.8260684469621135,0.8242900992810459,0.9862218764093188,0.9432754743223388,-0.0429464020869797,0.435957965631866,0.9862205849753486,0.5502626193434825,36,15,
274,1.0,0.0084176491945981,1,-0.7098434831713056,0.2262455937789441,0.5096550012369537,0.9862225204706192,0.4765675192336654,0.2246860631867419,0.791783574555513,0.5670975113687711,36,20,
275,0.0092056253924965,0.0084176491945981,0,-0.3206842501047011,0.3744446239919544,0.0133267348703359,0.0848757716723614,0.0715490368020255,0.3600139368403082,0.0099520712643778,-0.3500618655759303,36,14,
276,0.99996018409729,0.0084176491945981,1,-0.4301418593935182,0.2491569421404791,0.8257795707976598,0.8751100280079653,0.0493304572103054,0.5666646709859909,0.9585205420670618,0.3918558710810709,36,15,
277,1.0,0.0084176491945981,1,-0.9606486411670933,0.2689221742136369,0.6715921796870548,0.9858002629545,0.3142080832674452,0.4505484111733746,0.9862280223104688,0.5356796111370943,36,19,
278,0.0095169143751263,0.0084176491945981,0,-0.6229561317284297,0.6847175152393072,0.2401073267165985,0.6227087943504255,0.3826014676338269,0.5455210954726984,0.042477868720771,-0.5030432267519274,36,18,
279,0.014389332383871,0.0084176491945981,0,-0.364586075376235,0.3664300498254951,0.1026474974997755,0.1068644258969773,0.0042169283972017,0.3983210321619279,0.016779398522178,-0.3815416336397498,36,17,
280,0.009356141090393,0.0084176491945981,0,0.421693283166496,0.0963149306118646,0.0088348058311061,0.0089644588426583,0.0001296530115521,0.0094963602669951,0.0084637983753863,-0.0010325618916087,36,6,
281,1.0,0.0084176491945981,1,-0.8509812179116109,0.3240317090207796,0.2929168619142587,0.8348210089736514,0.5419041470593926,0.0434063046975645,0.8754690728824245,0.83206276818486,36,22,
282,0.9957066178321838,0.0084176491945981,1,-0.4609759863643018,0.4529078917357023,0.7964512916902702,0.87546941689733,0.0790181252070598,0.1619058127195718,0.949318423246344,0.7874126105267721,36,25,
283,0.0085391215980052,0.0084176491945981,0,-0.0551042678982388,0.1230821468445657,0.0089725587879204,0.0086328650876465,-0.0003396937002738,0.010567638479794,0.0087103120232414,-0.0018573264565525,36,12,
284,0.0096077509224414,0.0084176491945981,0,-1.043170712815504,0.2681554933992595,0.0255878558899793,0.2100592519984477,0.1844713961084683,0.4826109621854913,0.3868560477729059,-0.0957549144125853,36,20,
285,0.9999998807907104,0.0084176491945981,1,-1.7772364265359202,1.4817523413608775,0.826006326151805,0.9725635432534748,0.1465572171016698,0.1681578025807451,0.9861438224713008,0.8179860198905555,36,21,
286,0.010280986316502,0.0084176491945981,0,-0.6965019987223073,0.4393718581471674,0.3103556140946845,0.1948947768930034,-0.115460837201681,0.588830919108457,0.0293540256890183,-0.5594768934194386,36,18,
287,0.3965368568897247,0.0084176491945981,0,-1.3159448374393434,1.7836494982222644,0.8679879581452243,0.950873682896296,0.0828857247510717,0.8404590761444222,0.3025387169118357,-0.5379203592325864,36,20,
288,0.0079298801720142,0.0084176491945981,0,0.2377143069199333,0.0843992458898277,0.0081395658974846,0.0082823636993351,0.0001427978018505,0.0083373588923778,0.00809715833101,-0.0002402005613678,36,4,
289,0.3957059383392334,0.0084176491945981,0,-0.467798581728062,0.3478097801716293,0.4464845639886334,0.3940212658102002,-0.0524632981784332,0.6590876443272767,0.2011963355224637,-0.457891308804813,36,22,
290,0.00754528446123,0.0084176491945981,0,-0.6688740781513907,0.6609154902021547,0.007731660056327,0.0510694943900619,0.0433378343337348,0.1648721258422094,0.0188254758848675,-0.1460466499573418,35,12,
291,0.0157206542789936,0.0084176491945981,0,-0.6974742855498108,0.5051089680719945,0.0363941712517367,0.3947698398971827,0.3583756686454459,0.3849962388242905,0.1717471866868436,-0.2132490521374469,36,11,
292,0.999991774559021,0.0084176491945981,1,-0.498043725372321,0.5260789081823773,0.6994155013105936,0.986214636100663,0.2867991347900693,0.5365696402907569,0.9862276729610232,0.4496580326702661,36,13,
293,0.007637423928827,0.0084176491945981,0,-0.6845360724601057,0.7553639098760327,0.0143987781678636,0.0170100268312833,0.0026112486634196,0.0552363211237308,0.0111138679915004,-0.0441224531322303,36,21,
294,1.0,0.0084176491945981,1,-0.7524506326900913,0.6101092420935347,0.9700422204203076,0.5699570641283775,-0.4000851562919302,0.1073637574695594,0.933533334173262,0.8261695767037026,36,21,
295,1.0,0.0084176491945981,1,-0.5256363392172146,0.60154359117957,0.4877751020724695,0.9511154558923508,0.4633403538198813,0.2917403330265475,0.9589250087738036,0.6671846757472562,36,19,
296,0.9898936152458192,0.0084176491945981,1,-1.1782177067372308,1.0680747034022298,0.9035185272287992,0.807703111646053,-0.0958154155827462,0.2228963635034161,0.9609781354665756,0.7380817719631596,36,22,
297,0.0275518670678138,0.0084176491945981,0,-6.242402716229032,10.846823855837226,0.0086827168399597,0.0265581961527156,0.0178754793127558,0.2905448806058202,0.012958956500774,-0.2775859241050461,36,17,
298,0.0084037259221076,0.0084176491945981,0,0.1476990531268491,0.1813932134361618,0.0104923718350215,0.0082201138138771,-0.0022722580211444,0.0126619254135423,0.0072252927089316,-0.0054366327046106,36,14,
299,0.0081703877076506,0.0084176491945981,0,-0.1090535070746548,0.2278930438999493,0.0083155450023089,0.0082821205982731,-3.342440403583842e-05,0.0083155450023089,0.0082821205982731,-3.342440403583842e-05,36,0,
300,0.010624594986438751,0.008417649194598198,0,-1.3307660899888458,0.8698350127004226,0.7719280508139896,0.6681522281077275,-0.10377582270626218,0.6247801292273732,0.35943979919344815,-0.2653403300339251,36,15,
301,0.9999779462814331,0.008417649194598198,1,-1.0456893437493142,0.663217623710672,0.2169116620115685,0.8139916872128569,0.5970800252012883,0.09767065782216908,0.9861101988289092,0.88843954100674,36,12,
302,0.00981017854064703,0.008417649194598198,0,0.3268964005031235,0.07156771861274187,0.00898462813347578,0.010111117968335748,0.0011264898348599672,0.013958117458969353,0.00822646129462454,-0.005731656164344814,36,13,
303,0.0064070685766637325,0.008417649194598198,0,-1.4509275199256455,1.889523483221234,0.062368783168494694,0.04065543213962682,-0.021713351028867872,0.3279002279224288,0.007644529922294573,-0.3202556980001342,36,14,
304,0.999983549118042,0.008417649194598198,1,-0.575722504371087,0.7970487086986181,0.7378798594906195,0.8806897240374904,0.14280986454687083,0.5286856937252872,0.9696293924536025,0.4409436987283153,35,13,
305,0.00983767956495285,0.008417649194598198,0,-6.614987255965777,11.215563045526402,0.012021033158008423,0.009292471106164157,-0.0027285620518442653,0.19229416968300939,0.008244150111244785,-0.1840500195717646,36,14,
306,0.008117779158055782,0.008417649194598198,0,-4.339034225676375,7.843545096881072,0.013474320785866844,0.0076115728071373375,-0.005862747978729506,0.01502057635742757,0.0068063425133004785,-0.00821423384412709,36,12,
307,0.9998775720596313,0.008417649194598198,1,-0.4081053635334289,0.3294880344644186,0.11810386634843124,0.7765072224410181,0.6584033560925868,0.051165848127608764,0.955591027236854,0.9044251791092452,36,24,
308,0.08649750053882599,0.008417649194598198,0,-0.4955853855163152,0.4608106128820794,0.02895504598402315,0.26936336940464883,0.24040832342062568,0.3102479335308696,0.20255964488478637,-0.10768828864608324,36,13,
309,0.01796765625476837,0.008417649194598198,0,-0.9442173268918929,0.9687435416073156,0.6417860412297564,0.7677035827396644,0.12591754150990808,0.785868236536367,0.4153851475679808,-0.37048308896838616,36,12,
310,0.8884986639022827,0.008417649194598198,1,-0.6525391933930363,0.44068664801259577,0.39007672007179023,0.7403908690171583,0.3503141489453681,0.047746867919111514,0.772881010387625,0.7251341424685135,35,16,
311,0.007090285886079073,0.008417649194598198,0,-1.5782948779871082,1.0715767499785926,0.038733674342640564,0.145649351270145,0.10691567692750444,0.33753786574945677,0.08403746783733367,-0.2535003979121231,36,16,
312,0.007995392195880413,0.008417649194598198,0,0.3437188687549469,0.09719981339759275,0.008228651028022997,0.00864391934333576,0.00041526831531276363,0.008722326795880992,0.008328286723958122,-0.00039404007192287045,36,5,
313,1.0,0.008417649194598198,1,-0.4053734069306797,0.45919083520253773,0.34764194322817593,0.8935936027879102,0.5459516595597342,0.017033362309268805,0.856109070048357,0.8390757077390882,36,21,
314,0.07674307376146317,0.008417649194598198,0,-0.4169034437374915,0.5300690748045642,0.8210189996494187,0.7600584941295286,-0.060960505519890074,0.8094178532353706,0.1875923712411109,-0.6218254819942597,36,18,
315,0.014131061732769012,0.008417649194598198,0,-0.9426422015587296,0.338336666198656,0.3185230915227698,0.6462631967798289,0.3277401052570591,0.5464757388043736,0.07472294769508557,-0.471752791109288,36,15,
316,0.007255688775330782,0.008417649194598198,0,0.6907814152182735,0.04127944898835121,0.008606422149265809,0.007737812068727283,-0.0008686100805385261,0.011879224149096344,0.006197303662904435,-0.005681920486191909,36,14,
317,0.010980384424328804,0.008417649194598198,0,-1.0071631441936397,0.2836700806569583,0.09168192307050858,0.3163825397431436,0.22470061667263502,0.5324126843156086,0.12218136032525866,-0.41023132399034995,36,16,
318,0.9357205033302307,0.008417649194598198,1,-0.6258295065720354,0.5422784194094753,0.6128767321610625,0.8377157492213885,0.22483901706032594,0.30397897017084946,0.8108565978602402,0.5068776276893907,36,16,
319,0.008889821358025074,0.008417649194598198,0,0.4728821979293826,0.15498966517989873,0.008568211199922694,0.009102070781712733,0.0005338595817900391,0.010487227260859475,0.007843978263230788,-0.002643248997628687,36,11,
320,0.4136177897453308,0.008417649194598198,0,-0.11099648765421019,0.34707384719653084,0.29558972107173836,0.4439827138210083,0.14839299274926993,0.9311439829826768,0.03646376986148753,-0.8946802131211893,36,18,
321,0.008053484372794628,0.008417649194598198,0,0.021186020545040263,0.09130952898793328,0.007962063976770475,0.008536955962578457,0.0005748919858079814,0.007962063976770475,0.008536955962578457,0.0005748919858079814,36,0,
322,0.008579950779676437,0.008417649194598198,0,-0.04517508337942413,0.05719103308808274,0.008683704265526363,0.0086949565580913,1.1252292564937344e-05,0.008683704265526363,0.0086949565580913,1.1252292564937344e-05,35,0,
323,0.008114347234368324,0.008417649194598198,0,0.3773178523681426,0.09355048879057776,0.00848156541053738,0.008336814652596202,-0.00014475075794117762,0.0085489849959101,0.008305307677281755,-0.00024367731862834537,35,3,
324,0.010625437833368778,0.008417649194598198,0,0.3652184358992022,0.07843064084492678,0.007438694424409833,0.010508414642471407,0.0030697202180615737,0.017094354947201074,0.006649574484779603,-0.01044478046242147,36,17,
325,0.9999998807907104,0.008417649194598198,1,-0.8968924167436885,0.7939926553585446,0.8191295746300407,0.8657546844292988,0.04662510979925816,0.3747151326157145,0.9835975037680732,0.6088823711523588,36,17,
326,0.9999983310699463,0.008417649194598198,1,-0.44126298535331115,0.5184602932087053,0.5862600025627613,0.3277381936964553,-0.25852180886630605,0.20864991973760236,0.7702824383223843,0.5616325185847819,36,19,
327,1.0,0.008417649194598198,1,-0.4273108230200882,0.32050715298671284,0.9311825727733473,0.9862280189990997,0.05504544622575247,0.5939804509343398,0.986198698480924,0.3922182475465842,36,21,
328,0.9996920824050903,0.008417649194598198,1,-0.7350834077710697,0.44647614076051095,0.5182431319259311,0.9699709647231631,0.45172783279723205,0.14771308469680003,0.9862236860725616,0.8385106013757616,36,17,
329,0.4347475469112396,0.008417649194598198,0,-1.4257057070921686,0.6418622160357429,0.38474223767924637,0.6139176012689456,0.2291753635896992,0.5968325512690678,0.33184255738899376,-0.264989993880074,36,19,
330,0.008497849106788635,0.008417649194598198,0,-14.337519662926104,29.196397288856975,0.05023110738127595,0.008288464521885745,-0.04194264285939021,0.11502550350916053,0.01162632792774174,-0.1033991755814188,36,17,
331,0.0130107207223773,0.008417649194598198,0,-0.47646816042362977,0.41681753192419974,0.01296460056780941,0.013363775667837925,0.00039917510002851486,0.03553568900355862,0.006763545246536119,-0.0287721437570225,36,17,
332,0.09032195061445236,0.008417649194598198,0,-0.6983974153805761,0.3428910477133589,0.38353831212346756,0.21518737553075576,-0.1683509365927118,0.5518599592097518,0.06400299417439076,-0.4878569650353611,36,13,
333,0.010459299199283123,0.008417649194598198,0,-0.8214995066252243,0.4041975213739876,0.014736622908256117,0.10474685817543003,0.09001023526717392,0.46058983487697935,0.017285074353114598,-0.44330476052386475,36,21,
334,0.16353951394557953,0.008417649194598198,0,-1.5747620617581437,1.1427695140963683,0.5341557512122558,0.5109861263735272,-0.02316962483872853,0.723471565430777,0.33269001297594686,-0.3907815524548301,36,18,
335,1.0,0.008417649194598198,1,-0.8745125841873129,0.5971653200952979,0.8201752750109236,0.680619012021149,-0.13955626298977453,0.35044808128415394,0.9032603630149022,0.5528122817307483,36,14,
336,0.007713605184108019,0.008417649194598198,0,0.11490825282700678,0.22372389434066722,0.009737656180125972,0.012094301727807354,0.002356645547681382,0.01594637261910571,0.007589230895973743,-0.00835714172313197,36,19,
337,0.012460004538297653,0.008417649194598198,0,-0.5115827595245435,0.4356094585925265,0.11722999999377255,0.49119206435150564,0.3739620643577331,0.7623193638606204,0.2579425524549841,-0.5043768114056363,36,21,
338,0.9999983310699463,0.008417649194598198,1,-0.5056971020945864,0.37702375281766815,0.446588549079605,0.985033705830574,0.538445156750969,0.32172527728246353,0.9590121077166665,0.637286830434203,36,22,
339,1.0,0.008417649194598198,1,-0.48741632105097465,0.33343946922525747,0.6941741007865307,0.7639327081857764,0.06975860739924566,0.20943352537148108,0.9862280223104689,0.7767944969389878,36,19,
340,0.007776089943945408,0.008417649194598198,0,-5.25782573563308,7.940863064885839,0.009368354351156287,0.012423413792728549,0.003055059441572262,0.24895876376993134,0.010881079334972635,-0.2380776844349587,36,19,
341,0.04302284121513367,0.008417649194598198,0,-0.5640033407519207,0.3065829169367443,0.6120499467425462,0.8723224678801165,0.26027252113757027,0.8717974750325084,0.6191472802828583,-0.2526501947496501,36,18,
342,0.9999998807907104,0.008417649194598198,1,-0.8555140883960306,0.4334678923531039,0.663466140627861,0.9792799138360553,0.31581377320819426,0.9559192061424255,0.981301368938552,0.025382162796126484,36,17,
343,1.0,0.008417649194598198,1,-0.8676945720325643,0.48192842967718436,0.34997180743148776,0.30993803808582854,-0.04003376934565922,0.4587677065964212,0.9390222113579512,0.48025450476153,36,19,
344,0.008290790021419525,0.008417649194598198,0,0.4893581709870164,0.10762956375155229,0.010402020739598408,0.009178707350252403,-0.0012233133893460053,0.015490324960814584,0.0067642132182502085,-0.008726111742564376,36,13,
345,0.008429039269685745,0.008417649194598198,0,-0.5134006543775917,0.7859221740876213,0.010072881097180976,0.012046120129525661,0.001973239032344686,0.2249608210081028,0.007696117442618642,-0.21726470356548416,36,19,
346,1.0,0.008417649194598198,1,-0.5848968614275568,0.24941169632282623,0.723708316984673,0.9028943376429386,0.1791860206582656,0.21098220381100033,0.9862149821387397,0.7752327783277394,36,17,
347,1.0,0.008417649194598198,1,-1.2361066586776221,0.41979716247512905,0.5386027882211945,0.8459832126067744,0.30738042438558,0.30270084924044904,0.8668071626323378,0.5641063133918888,36,14,
348,0.00866258516907692,0.008417649194598198,0,-0.5175522594928064,0.6818548704461461,0.007722049485892057,0.012413780790354524,0.004691731304462467,0.03167854387845312,0.00982149534725717,-0.02185704853119595,35,24,
349,0.01369834691286087,0.008417649194598198,0,-5.57544094900114,8.321370374388954,0.008977088533962767,0.021508840145543218,0.01253175161158045,0.17865494060485312,0.013217733034657108,-0.165437207570196,36,16,
350,0.9999885559082031,0.008417649194598198,1,-0.6524041147521982,0.51434359422961,0.7627627472134514,0.6255707583364306,-0.13719198887702078,0.3607363154749625,0.787794820434,0.42705850495903747,36,18,
351,0.9999240636825562,0.008417649194598198,1,-0.8759737903785695,0.3964973513095355,0.3968310777760736,0.3219628232613896,-0.07486825451468404,0.07294186068824719,0.9307493001623597,0.8578074394741125,36,20,
352,0.8994002342224121,0.008417649194598198,1,-0.9263114102121163,0.5699605805312186,0.4631329257702722,0.8023067109493746,0.33917378517910235,0.18596423610313906,0.9260734325895705,0.7401091964864315,36,23,
353,0.011611652560532093,0.008417649194598198,0,-0.3617088978264534,0.2954803841794099,0.05700224348240428,0.09054254448144798,0.033540300999043704,0.4770600605083422,0.09893888644415305,-0.37812117406418916,36,14,
354,0.010372864082455635,0.008417649194598198,0,-0.6163242603763097,0.375542836386031,0.03655717449550543,0.17927167106730246,0.14271449657179702,0.5211934066739761,0.06326784301279663,-0.4579255636611794,36,16,
355,0.008580563589930534,0.008417649194598198,0,-0.46405776718626707,0.7519300966994463,0.009818097977485096,0.01019569121611615,0.00037759323863105487,0.023012342940395076,0.008928720412465433,-0.014083622527929643,36,20,
356,0.009820893406867981,0.008417649194598198,0,-0.546644571662249,0.4823120251474207,0.2530371949542314,0.07143853586684498,-0.1815986590873864,0.572983897342864,0.031768412355126605,-0.5412154849877374,36,21,
357,0.014025718905031681,0.008417649194598198,0,-4.299093122872843,3.027954305706953,0.01664009892071287,0.031501871481951736,0.014861772561238867,0.22523229824016905,0.010850019455473455,-0.2143822787846956,36,23,
358,1.0,0.008417649194598198,1,-0.46458780729339233,0.30353163218361934,0.7748896477019621,0.7287181636802162,-0.04617148402174587,0.38111976431419775,0.9589356548256345,0.5778158905114368,36,11,
359,1.0,0.008417649194598198,1,-1.14014757836919,0.922762520114619,0.40303379265665973,0.613312826257647,0.21027903360098732,0.3209094712834081,0.9581424130333794,0.6372329417499714,36,22,
360,0.9999996423721313,0.008417649194598198,1,-0.553908768791783,0.33101773167022297,0.6557738438196894,0.7426662858148727,0.08689244199518331,0.2829569165043221,0.9839718772305384,0.7010149607262163,36,19,
361,0.010046088136732578,0.008417649194598198,0,-1.0934214852904247,1.2048166485664284,0.025818789778794676,0.023296899860724803,-0.002521889918069873,0.31503072705688995,0.022867004594041236,-0.2921637224628487,36,19,
362,0.007790208328515291,0.008417649194598198,0,0.23004078426555993,0.14530796542767074,0.0085739743274947,0.00897834973875433,0.00040437541125963074,0.012179711574895514,0.007052131566322511,-0.005127580008573003,36,18,
363,0.006465225946158171,0.008417649194598198,0,-116.95334412143788,221.71984085706956,0.011252120669398989,0.018311929995460167,0.007059809326061178,0.40583675006138425,0.01986352050943034,-0.3859732295519539,35,19,
364,0.9255394339561462,0.008417649194598198,1,-1.0478713603344796,1.1109578051385318,0.797910074910356,0.9089065083406038,0.11099643343024779,0.8730393762493298,0.7658778994256057,-0.10716147682372412,36,17,
365,0.010290165431797504,0.008417649194598198,0,-23.466667055070136,52.22073939234581,0.006396552560747498,0.010398304309799442,0.004001751749051944,0.3703949509007443,0.021803564923579363,-0.34859138597716494,36,14,
366,0.013688080944120884,0.008417649194598198,0,-0.7288218513906713,0.16501945196316098,0.4092185197708507,0.7889540247205231,0.3797355049496724,0.4279625436239359,0.08282846544170752,-0.34513407818222835,36,17,
367,0.009885772131383419,0.008417649194598198,0,-0.43143862666232524,0.4337861278708586,0.01646770663662917,0.01114804984536022,-0.005319656791268952,0.1878587768620087,0.014513878604500659,-0.17334489825750804,36,18,
368,0.00800542812794447,0.008417649194598198,0,0.6214380882124496,0.12968665734695542,0.008370212951882018,0.008030537658164073,-0.00033967529371794515,0.009103585396789841,0.007574547211536102,-0.0015290381852537394,36,7,
369,0.008303824812173843,0.008417649194598198,0,0.2074462122332043,0.16633484211283073,0.008670459475575222,0.008650680641747184,-1.9778833828037676e-05,0.011546279070898892,0.0077021311606383985,-0.0038441479102604937,36,16,
370,0.008260597474873066,0.008417649194598198,0,0.06131704458726284,0.13531658096483637,0.008548124848554531,0.008252476419632634,-0.00029564842892189705,0.008720790217113163,0.008111065538186166,-0.0006097246789269969,36,4,
371,0.6257588863372803,0.008417649194598198,1,-0.3961554908662187,0.38040372465117644,0.42290012781611747,0.5179656741416289,0.0950655463255114,0.10187850599720606,0.8098570013211833,0.7079784953239773,36,17,
372,0.013071762397885323,0.008417649194598198,0,-0.044056298591072005,0.22642215752844783,0.007671212674015098,0.015104428140653502,0.007433215466638404,0.019747738196100626,0.009125264956512386,-0.01062247323958824,36,16,
373,0.9746784567832947,0.008417649194598198,1,-0.7833339712219811,0.34902858043763957,0.43355181489136563,0.681139175637832,0.24758736074646637,0.26549097426236573,0.8699210701096388,0.604430095847273,36,19,
374,1.0,0.008417649194598198,1,-0.43762715862288265,0.43154127480068416,0.5255677958226038,0.6756194944839915,0.15005169866138768,0.20301642078580037,0.9862280223104689,0.7832116015246685,36,23,
375,0.00836305133998394,0.008417649194598198,0,-328.2908928773816,309.6972862346387,0.042982351267710314,0.009976653097611334,-0.03300569817009898,0.3995419459469202,0.012026922014128002,-0.3875150239327922,36,17,
376,0.008031336590647697,0.008417649194598198,0,-5.538400334722208,10.66649657529846,0.006067604148281842,0.014952078125336101,0.008884473977054259,0.014529659568021694,0.006993047899514851,-0.007536611668506843,36,19,
377,0.008188060484826565,0.008417649194598198,0,-0.8208513128466025,0.7378242999761445,0.008077027211483153,0.009298754855990408,0.0012217276445072554,0.016267273419847086,0.008547583193932144,-0.0077196902259149425,36,16,
378,1.0,0.008417649194598198,1,-0.6429581451473523,0.2756911914411411,0.11821066502145665,0.8580978350962849,0.7398871700748283,0.14570233867734533,0.9862280223104689,0.8405256836331236,36,18,
379,0.9999896287918091,0.008417649194598198,1,-0.5428529274658193,0.3196971882834236,0.6239713707214428,0.9009235321492371,0.27695216142779433,0.43042983573146343,0.986013799905777,0.5555839641743135,36,20,
380,0.008928772062063217,0.008417649194598198,0,-3.7462576635665066,4.449360632755407,0.12156682295931709,0.06024464737210009,-0.061322175587217,0.05135656306002703,0.013720533901101185,-0.037636029158925846,36,20,
381,0.008254888467490673,0.008417649194598198,0,-0.009169942733329207,0.04513117548583352,0.008731794414213961,0.008119833940226171,-0.0006119604739877899,0.00876999951692091,0.008111262124859625,-0.000658737392061284,36,2,
382,0.3489076793193817,0.008417649194598198,0,-0.7748441956300798,1.3743608119444644,0.808813120626534,0.9028527213053571,0.09403960067882311,0.8646022449764941,0.5232303068491684,-0.3413719381273257,36,17,
383,0.007837817072868347,0.008417649194598198,0,0.35223388471346306,0.07341181559560996,0.008399392038376795,0.00833590639134248,-6.348564703431529e-05,0.00896221392839733,0.00787200553653141,-0.0010902083918659204,36,9,
384,0.0095440112054348,0.008417649194598198,0,-0.8259912542004887,0.5402327145878402,0.46624408495457226,0.27386688839073436,-0.1923771965638379,0.7143135929428455,0.07690366523941823,-0.6374099277034272,36,14,
385,0.007983952760696411,0.008417649194598198,0,-2.271192781926927,1.6442563877058138,0.22802001161552554,0.2052205047414949,-0.02279950687403065,0.5191044919710192,0.009357391985961132,-0.5097470999850581,36,18,
386,0.9999997615814209,0.008417649194598198,1,-0.5273973291967022,0.47858449622392685,0.6104231706470385,0.9584377116989344,0.3480145410518959,0.26824135707702873,0.9584502121174914,0.6902088550404626,36,21,
387,0.009457104839384556,0.008417649194598198,0,-0.1602786117428266,0.3136694602785702,0.00877797163815962,0.010064987931400537,0.0012870162932409179,0.018659082370706733,0.007455763044870561,-0.011203319325836172,36,19,
388,0.9960739612579346,0.008417649194598198,1,-0.6753814248240595,0.5701565530509232,0.6639161126222461,0.6087849796486424,-0.055131132973603725,0.5950090624644354,0.887084411832297,0.2920753493678616,36,21,
389,0.008533523418009281,0.008417649194598198,0,-0.030996548328031448,0.04146300552197665,0.008407276873994207,0.008652045572590496,0.00024476869859628957,0.008407276873994207,0.008652045572590496,0.00024476869859628957,36,0,
390,0.9923449158668518,0.008417649194598198,1,-0.22168174993364237,0.15994061393448236,0.021150902916358634,0.8484429741899172,0.8272920712735585,0.024709894360529006,0.9841344389650556,0.9594245446045266,36,16,
391,0.9999948740005493,0.008417649194598198,1,-1.0572891377995246,0.8568371272507587,0.9030556036676798,0.7084682526590955,-0.19458735100858426,0.9031772236339748,0.9576222300917532,0.05444500645777839,36,19,
392,0.9999996423721313,0.008417649194598198,1,-0.4534059280919925,0.5215522456244389,0.6980766804671255,0.8470990409457749,0.14902236047864947,0.23708365783442076,0.9853322721189923,0.7482486142845716,36,17,
393,0.045977577567100525,0.008417649194598198,0,-1.049223600819737,0.9769166298368773,0.7507710005415396,0.8837110511958599,0.13294005065432035,0.4939609193760488,0.04806675619108268,-0.4458941631849661,36,16,
394,0.7327257394790649,0.008417649194598198,1,-0.4508407667233353,0.35257246694567046,0.7962895210411033,0.38600061303719085,-0.41028890800391243,0.34616215536993794,0.7757466509938241,0.4295844956238862,36,16,
395,0.00823446549475193,0.008417649194598198,0,-3.1764368355314945,4.625040251228545,0.010663211112841964,0.007206220761872827,-0.0034569903509691366,0.01297036475605435,0.008063047994962998,-0.0049073167610913515,36,16,
396,0.010173844173550606,0.008417649194598198,0,-1.5804062438654527,2.3499569346522096,0.010544555494561793,0.01576446909974847,0.0052199136051866765,0.022036486589867205,0.009489978029806582,-0.012546508560060622,36,15,
397,0.008672003634274006,0.008417649194598198,0,-1.8047968337786142,1.9472952856312975,0.010714191801121667,0.013349851412284706,0.002635659611163039,0.21970625318742046,0.010839894582103524,-0.20886635860531694,36,19,
398,0.01562539115548134,0.008417649194598198,0,-0.611890834869706,0.40971023886191854,0.4368095777920568,0.7540280568516917,0.3172184790596349,0.8570967591885065,0.548355407893218,-0.30874135129528846,36,21,
